,state,city,lattitude,longitude,distance_from_centroid,state_count,Cluster
0,Haryana,Gurugram,29.6019,76.9803,110455.29751405232,62,0
1,Haryana,Gurugram,28.4673,77.0818,110455.19592104274,62,0
2,Rajasthan,Behror,27.8751,76.276,110456.00167712357,69,0
3,Uttar Pradesh,Khatauli,29.3105,77.7218,110454.55598905492,87,0
4,Uttar Pradesh,Khatauli,29.3105,77.7218,110454.55598905492,87,0
5,Himachal Pradesh,Una,31.4668,76.2568,110456.0211922467,6,0
6,Himachal Pradesh,Kasauli,30.879,76.9948,110455.28313268603,6,0
7,Himachal Pradesh,Kasauli,30.879,76.9948,110455.28313268603,6,0
8,Haryana,Karnal,29.7379,76.9756,110455.30222598324,62,0
9,Haryana,Karnal,29.7379,76.9756,110455.30222598324,62,0
10,Haryana,karnal,29.6019,76.9803,110455.29751405232,62,0
11,Haryana,Darbaripur,28.3861,77.0063,110455.27141483297,62,0
12,Maharashtra,Pune,18.538,73.8485,110458.42890436939,260,0
13,Delhi,New Delhi,28.5248,77.101,110455.17672547606,126,0
14,Tamil Nadu,Mettupalayam,11.3217,76.9163,110455.36143430258,176,0
15,Tamil Nadu,Mettupalayam,11.33,76.9027,110455.37503365224,176,0
16,Delhi,New Delhi,28.5682,77.2531,110455.0246288425,126,0
17,Delhi,New Delhi,28.566,77.2664,110455.0113286715,126,0
18,Haryana,Gurugram,28.456,77.001,110455.27672017478,62,0
19,Maharashtra,Khopoli,18.7876,73.3475,110458.92990139309,260,0
20,Uttarakhand,Dehradun,30.2482,78.0961,110454.18177224841,22,0
21,Gujarat,Ahmedabad,23.0158,72.5178,110459.7596366769,78,0
22,Maharashtra,Lonavla,18.763,73.4252,110458.85220166136,260,0
23,Haryana,Gurugram,28.4823,77.0766,110455.20112219633,62,0
24,Rajasthan,Kukas,27.0307,75.8899,110456.38771999434,69,0
25,Rajasthan,Pushkar,26.4547,74.5046,110457.77298472593,69,0
26,Haryana,Gurugram,28.4632,77.049,110455.22872072767,62,0
27,Haryana,Gurugram,28.3639,76.9607,110455.31701314554,62,0
28,Haryana,Gurgaon,28.4997,77.0839,110455.1938235371,62,0
29,Haryana,Gurugram,28.4336,77.0349,110455.24281845824,62,0
30,Gujarat,Ahmedabad,22.9989,72.5594,110459.71803621373,78,0
31,Delhi,New Delhi,28.5874,77.1713,110455.10643033677,126,0
32,Maharashtra,Pune,17.0749,74.2227,110458.05473315874,260,0
33,Uttar Pradesh,Meerut,28.9955,77.7057,110454.57206289461,87,0
34,Maharashtra,Pune,18.5145,73.8489,110458.42850467865,260,0
35,Maharashtra,Pune,18.5619,73.7718,110458.50560405997,260,0
36,Goa,Pune,15.2735,73.959,110458.318495224,8,0
37,Gujarat,Pune,22.473,70.895,110461.38242309183,78,0
38,Maharashtra,Mira Bhayandar,19.2747,72.8856,110459.39179720919,260,0
39,Delhi,New Delhi,28.6962,77.155,110455.12273886881,126,0
40,Telangana,Secunderabad,17.502,78.539,110453.7384227529,82,0
41,Maharashtra,Mumbai,18.9285,72.8255,110459.45189996199,260,0
42,Maharashtra,Dindori,20.1704,73.8273,110458.45009512214,260,0
43,Haryana,Sangli,29.1332,75.7535,110456.52427421317,62,0
44,Haryana,Sangli,29.1332,75.7535,110456.52427421317,62,0
45,Maharashtra,Sangli,16.8433,74.5859,110457.69153949272,260,0
46,Maharashtra,Marunji,18.5808,73.7399,110458.53750381895,260,0
47,Uttar Pradesh,Saharanpur,29.977,77.5753,110454.70254736734,87,0
48,Gujarat,Shela,23.0436,72.4825,110459.79493744443,78,0
49,Rajasthan,Gajraula,27.9145,76.3146,110455.96307994693,69,0
50,Himachal Pradesh,Gajraula,31.5153,76.8765,110455.40149730448,6,0
51,Uttar Pradesh,Gajraula,28.8382,78.2764,110454.00135016926,87,0
52,Rajasthan,Beawar Khas,26.125,74.3459,110457.9316658915,69,0
53,Karnataka,Bengaluru,13.067,77.45,110454.82761128411,134,0
54,Karnataka,Metikuppe,11.9377,76.2655,110456.01218773237,134,0
55,Maharashtra,Mumbai,19.0246,72.8402,110459.43719908906,260,0
56,Uttarakhand,Haridwar,29.9324,78.1423,110454.13554334197,22,0
57,Maharashtra,Mahad,18.0855,73.4309,110458.8465112031,260,0
58,Himachal Pradesh,Bengaluru,31.5153,76.8765,110455.40149730448,6,0
59,Karnataka,Thane,12.8576,74.8383,110457.43932458268,134,0
60,Karnataka,Bengaluru,12.8427,77.64,110454.63762555028,134,0
61,Maharashtra,Mumbai,19.1798,72.8361,110459.44129785582,260,0
62,Telangana,Secunderabad,17.4677,78.5641,110453.71332352771,82,0
63,Delhi,New Delhi,32.9867,74.9238,110457.35436075654,126,0
64,Delhi,New Delhi,32.9918,74.9306,110457.34756135725,126,0
65,Delhi,New Delhi,32.9892,74.9289,110457.349261051,126,0
66,Punjab,Natt,30.8219,75.8668,110456.41112706106,24,0
67,Gujarat,Vadodara,22.3213,73.1881,110459.08931977268,78,0
68,Tamil Nadu,Coimbatore,11.0096,76.9589,110455.31885920813,176,0
69,Uttarakhand,Bhimtal,29.3237,79.5921,110452.68569017746,22,0
70,Maharashtra,Nagaon,18.6184,72.9004,110459.37700334903,260,0
71,Haryana,Gurugram,28.4273,77.0389,110455.23881797625,62,0
72,Maharashtra,Pimpri-Chinchwad,18.5948,73.7975,110458.47990364251,260,0
73,Maharashtra,Bengaluru,19.1709,73.0819,110459.19549792066,260,0
74,Maharashtra,Bengaluru,19.1779,76.168,110456.10939786969,260,0
75,Karnataka,Bengaluru,12.9653,77.7331,110454.5445176965,134,0
76,Maharashtra,Vasai-Virar,19.3593,72.8123,110459.46509670145,260,0
77,Maharashtra,Greater Noida,28.5007,77.4102,110454.86752361522,260,0
78,Rajasthan,Jaipur,26.8312,75.8663,110456.41130743976,69,0
79,Karnataka,Bengaluru,12.8585,77.593,110454.68462453039,134,0
80,Rajasthan,Jaipur,26.7797,75.8282,110456.4494042573,69,0
81,Maharashtra,Nashik,18.1655,72.9929,110459.28450986,260,0
82,Karnataka,Nashik,28.1254,76.6368,110455.6408952991,134,0
83,Karnataka,Nashik,12.3847,77.0532,110455.22445609295,134,0
84,Delhi,New Delhi,28.6539,77.1905,110455.08723553903,126,0
85,Maharashtra,Nashik,19.9758,73.776,110458.50139495802,260,0
86,Haryana,Gurgaon,28.4113,77.051,110455.2267167538,62,0
87,Maharashtra,Nashik,20.2137,74.041,110458.23639520531,260,0
88,Haryana,Gurgaon,28.553,77.0944,110455.1833276612,62,0
89,Haryana,Gurgaon,28.5537,77.0943,110455.18342771554,62,0
90,Rajasthan,Jaipur,26.9159,75.723,110456.55461272562,69,0
91,Maharashtra,Shirdi,19.7592,74.4763,110457.80109517847,260,0
92,Maharashtra,Dhule,20.8292,74.7485,110457.52889822284,260,0
93,Haryana,Gurugram,28.3664,76.9436,110455.33411333527,62,0
94,Maharashtra,Dahanu,19.9883,72.7488,110459.52859495825,260,0
95,Uttarakhand,Dehradun,78.0654,30.3886,110501.90406131277,22,0
96,Rajasthan,Jaipur,26.8807,75.6143,110456.66331052069,69,0
97,Maharashtra,Talegaon Dabhade,18.7005,73.6933,110458.58410236763,260,0
98,Jammu & Kashmir,Katra,32.9899,74.9255,110457.35266113342,7,0
99,Telangana,HYDERBAD,17.4123,78.4598,110453.81762480162,82,0
100,Telangana,HYDERBAD,17.4125,78.4603,110453.81712479697,82,0
101,Haryana,Sirsa,29.528,75.1325,110457.14530763256,62,0
102,Uttar Pradesh,Noida,28.5801,77.3152,110454.96252976859,87,0
103,Uttar Pradesh,Greater Noida,28.4648,77.5084,110454.7693208519,87,0
104,Rajasthan,Shahpura,27.487,76.0523,110456.22535006427,69,0
105,Haryana,Shabhad,30.2059,76.8575,110455.42036831882,62,0
106,Rajasthan,Jaipur,26.9121,75.7433,110456.53431248711,69,0
107,Maharashtra,Bhadalwadi,18.3289,74.7794,110457.498007297,260,0
108,Rajasthan,Alwar,28.1967,76.8128,110455.46490058057,69,0
109,Uttar Pradesh,Kosi Kalan,27.8327,77.4194,110454.85827410393,87,0
110,Uttar Pradesh,Kotwan,27.8468,77.4082,110454.86947510723,87,0
111,Maharashtra,Nashik,19.9705,73.7528,110458.52459495833,260,0
112,Maharashtra,Pune,18.5996,73.7809,110458.49650358243,260,0
113,Karnataka,Shivamogga,13.9419,75.5816,110456.69595998981,134,0
114,Karnataka,Karadagodu,13.1459,75.6419,110456.63570637078,134,0
115,Karnataka,Karkala,13.2244,74.9802,110457.29740154059,134,0
116,Karnataka,Surathkal,12.9875,74.8048,110457.472816283,134,0
117,Karnataka,Kaup,13.2338,74.7471,110457.53050096567,134,0
118,Karnataka,Bramavara,13.4381,74.7433,110457.5342886771,134,0
119,Karnataka,Kundapura,13.6186,74.6919,110457.5856781344,134,0
120,Karnataka,Manipal,13.3334,74.7884,110457.48919492764,134,0
121,Karnataka,Chikkamagaluru,13.3319,75.7731,110456.50449501968,134,0
122,Haryana,Gurgaon,28.4997,77.0839,110455.1938235371,62,0
123,Haryana,Gurugram,28.4597,77.0758,110455.20192045899,62,0
124,Karnataka,Mudbidri,13.074,75.0025,110457.27511084144,134,0
125,Haryana,Gurugram,28.3687,76.966,110455.31171350999,62,0
126,Maharashtra,bengaluru,13.169102,77.632018,110454.6455869415,260,0
127,Maharashtra,bengaluru,12.9892355,77.7279077,110454.54970847901,260,0
128,Maharashtra,bengaluru,12.9872999191284,77.7363967895508,110454.54121951199,260,0
129,Maharashtra,bengaluru,12.9739999771118,77.551399230957,110454.726217913,260,0
130,Maharashtra,bengaluru,13.011065,77.554534,110454.72308079923,260,0
131,Maharashtra,pune,18.5619189099244,73.9166807269854,110458.36072333276,260,0
132,Odisha,bengaluru,12.9970998764038,77.6962966918945,110454.5813189896,39,0
133,Odisha,bengaluru,13.0209071,77.5979841,110454.6796300788,39,0
134,Puducherry,chennai,13.0902004241943,80.2174987792969,110452.06011106062,3,0
135,Punjab,bengaluru,12.9689998626709,77.6361999511719,110454.64141751023,24,0
136,Punjab,bengaluru,12.9730997085571,77.6033020019531,110454.67431519921,24,0
137,Rajasthan,bengaluru,12.934100151062,77.5171966552734,110454.7604230266,69,0
138,Rajasthan,hyderabad,17.4141998291016,78.4076995849609,110453.86972517251,69,0
139,Andhra Pradesh,hyderabad,17.4270191,78.4434192,110453.83400526045,67,0
140,Andhra Pradesh,bengaluru,12.922504,77.58476,110454.69286042232,67,0
141,Andhra Pradesh,bengaluru,13.057629,77.5871507,110454.69046117127,67,0
142,Andhra Pradesh,bengaluru,12.9756002426147,77.6411972045898,110454.63641983806,67,0
143,Telangana,bengaluru,12.9223003387451,77.4954986572266,110454.78212177793,82,0
144,Telangana,chennai,12.924971,80.233677,110452.04394327014,82,0
145,Telangana,chennai,12.9914084,80.2143054,110452.06331064648,82,0
146,Telangana,chennai,13.049952,80.209499,110452.06811335782,82,0
147,Telangana,chennai,13.0734394,80.2214957,110452.0561151867,82,0
148,Uttarakhand,chennai,13.0060668,80.1999835,110452.07763161996,22,0
149,Uttrakhand,bengaluru,13.023563,77.635275,110454.64233901157,2,0
150,West Bengal,hyderabad,17.485859,78.39042,110453.88700311615,56,0
151,Haryana,hyderabad,17.456842,78.364575,110453.91284877516,62,0
152,Chandigarh,chennai,13.060965,80.248509,110452.02910266747,2,0
153,Haryana,delhi,28.633714,77.221904,110455.05582995576,62,0
154,Maharashtra,bengaluru,12.9941754,77.57121,110454.70640586616,260,0
155,Delhi,hyderabad,17.441011,78.503158,110453.77426613795,126,0
156,Telangana,hyderabad,17.486819,78.5431269,110453.73429619451,82,0
157,Punjab,hyderabad,17.400595,78.508078,110453.76934707435,24,0
158,Delhi,pune,18.4788385,73.9013856,110458.37601955755,126,0
159,Delhi,hyderabad,17.4139784,78.3275492,110453.9498755626,126,0
160,Andhra Pradesh,hyderabad,17.3916834,78.4766724,110453.80075288282,67,0
161,Andhra Pradesh,bengaluru,13.098157,77.59673,110454.68087933879,67,0
162,Gujarat,bengaluru,13.028052,77.572997,110454.70461672882,78,0
163,Kerala,pune,18.5050103,73.8316238,110458.44578100496,93,0
164,Maharashtra,pune,18.5887678,73.7825231,110458.49488061832,260,0
165,Andhra Pradesh,pune,18.5231567,73.8476929,110458.42971166414,67,0
166,Tamil Nadu,pune,18.525182,73.8758609,110458.40154363745,176,0
167,Andhra Pradesh,bengaluru,12.9607,77.529186,110454.74843198831,67,0
168,Karnataka,chennai,13.0610823,80.1519339,110452.12567775993,134,0
169,Goa,chennai,12.9500859,80.2365626,110452.04105606882,8,0
170,Gujarat,chennai,13.0370409,80.1398795,110452.13773366851,78,0
171,Jharkhand,hyderabad,17.452666,78.380343,110453.89708087064,22,0
172,Delhi,chennai,12.9149592,80.1920666,110452.08555430999,126,0
173,Kerala,hyderabad,17.447469,78.57175,110453.70567398972,93,0
174,West Bengal,ahmedabad,23.0331669,72.5568133,110459.72062385558,56,0
175,West Bengal,kochi,9.960854,76.2939207,110455.9839286552,56,0
176,Bihar,kochi,9.9878416,76.2827333,110455.99511361051,9,0
177,Tamil Nadu,kochi,9.9779338,76.2808706,110455.99697720722,176,0
178,Tamil Nadu,ahmedabad,23.044056,72.5099616,110459.7674758571,176,0
179,Tamil Nadu,ahmedabad,23.04574,72.483755,110459.79368250382,176,0
180,Tamil Nadu,bengaluru,12.917819,77.64921,110454.62841072188,176,0
181,Tamil Nadu,mumbai,18.989356,72.825234,110459.4521653995,176,0
182,Tamil Nadu,chennai,13.0805465,80.197132,110452.08047844247,176,0
183,Karnataka,hyderabad,17.3998101,78.5551167,110453.72230839271,134,0
184,Karnataka,kochi,9.9447031,76.2925099,110455.98534092138,134,0
185,Karnataka,calicut,11.2582475,75.7747771,110456.50296219108,134,0
186,Tamil Nadu,calicut,11.2698057,75.8436455,110456.43409287925,176,0
187,Tamil Nadu,pune,18.5207781331765,73.8405353264273,110458.43686926912,176,0
188,Rajasthan,chennai,13.0406526,80.232646,110452.04496694171,69,0
189,Bihar,pune,18.5604818759678,73.8050409881093,110458.47236309008,9,0
190,Karnataka,coimbatore,11.0268889,76.9485693,110455.32918850538,134,0
191,Tamil Nadu,ahmedabad,23.1606011,72.5427391,110459.73470165153,176,0
192,Tamil Nadu,coimbatore,11.0809942,76.9911489,110455.28660453322,176,0
193,Uttar Pradesh,ahmedabad,23.1347369,72.541765,110459.73567500978,87,0
194,Maharashtra,kolkata,22.4668437,88.3111551,110443.96626785747,260,0
195,Tamil Nadu,coimbatore,10.9984009,76.9765316,110455.30122851825,176,0
196,West Bengal,mumbai,19.106207,72.860261,110459.41713741343,56,0
197,West Bengal,mumbai,19.1806661685396,72.9468472363647,110459.33055061319,56,0
198,West Bengal,chennai,13.0223,80.1749,110452.10271409615,56,0
199,West Bengal,mumbai,19.1303012111998,72.8222972342668,110459.4551009912,56,0
200,Haryana,pune,18.4931152837874,73.8154865931648,110458.46191837125,62,0
201,Haryana,pune,18.5186726,73.8302965,110458.44710812338,62,0
202,Rajasthan,gurugram,28.4109579,77.042484,110455.23523272766,69,0
203,Uttar Pradesh,mumbai,19.2402364,72.8481819,110459.42921553458,87,0
204,Maharashtra,calicut,11.2586377,75.7857046,110456.4920346603,260,0
205,Rajasthan,chennai,13.117155,80.09997,110452.17763816162,69,0
206,Maharashtra,kochi,10.0244123,76.3089558,110455.9688878084,260,0
207,Maharashtra,noida,28.5952291,77.3822213,110454.89550964782,260,0
208,Jammu & Kashmir,indore,22.7229189,75.8793613,110456.39806771667,7,0
209,Maharashtra,indore,22.6959754,75.8422103,110456.43521805084,260,0
210,Telangana,indore,22.689781,75.866902,110456.41052619871,82,0
211,Delhi,delhi,28.646011,77.296796,110454.98093892013,126,0
212,Delhi,delhi,28.68902,77.323102,110454.95463630298,126,0
213,Andhra Pradesh,raipur,21.2404762,81.6574975,110450.61990465113,67,0
214,Chhattisgarh,raipur,21.134229,81.7723096,110450.50509138967,18,0
215,Delhi,ahmedabad,23.0281973,72.5432892,110459.73414781832,126,0
216,Madhya Pradesh,tiruchirappalli,10.8024024,78.6824181,110453.5953581354,20,0
217,Kerala,tiruchirappalli,10.7967137,78.7563467,110453.52143000846,93,0
218,Maharashtra,gurugram,28.4672823,77.0927632,110455.18495784143,260,0
219,Maharashtra,nashik,20.0120574,73.7461884,110458.5312065626,260,0
220,Maharashtra,nashik,20.0144062,73.6983448,110458.57905016332,260,0
221,Maharashtra,jaipur,26.901567,75.751926,110456.52568582661,260,0
222,Maharashtra,mumbai,19.1538114182866,72.8557957193731,110459.42160232777,260,0
223,Maharashtra,coimbatore,11.0113482,76.9598159,110455.31794316617,260,0
224,Maharashtra,mumbai,19.052316305376,72.9016358109368,110459.3757630419,260,0
225,Chandigarh,chennai,12.9917014,80.232102,110452.04551402798,2,0
226,Delhi,kochi,9.98014,76.3173646,110455.96048300763,126,0
227,Maharashtra,gurugram,28.4493495,77.0315967,110455.24612296473,260,0
228,Maharashtra,mumbai,18.9284545096609,72.8320303138997,110459.44536964853,260,0
229,Maharashtra,bengaluru,12.971406,77.595799,110454.68181830861,260,0
230,Kerala,tiruchirappalli,10.8330993,78.6845337,110453.59323998909,93,0
231,Tamil Nadu,ghaziabad,28.6910142131536,77.486384992674,110454.79135346806,176,0
232,Maharashtra,noida,28.5967575,77.3282689,110454.94946216686,260,0
233,Telangana,mumbai,19.0313299,72.8809653,110459.39643373106,82,0
234,Andhra Pradesh,ghaziabad,28.6463665,77.36784004418,110454.90989490405,67,0
235,Andhra Pradesh,jaipur,26.911545,75.74876,110456.52885245229,67,0
236,Madhya Pradesh,hubli,15.360651,75.126774,110457.15071754604,20,0
237,West Bengal,hubli,15.351334,75.141651,110457.13584093608,56,0
238,Maharashtra,hubli,15.351171,75.126191,110457.1513009429,260,0
239,Kerala,chennai,12.9149033,80.1266472,110452.15097371343,93,0
240,Kerala,surat,21.1917016,72.7900328,110459.48736880472,93,0
241,Kerala,delhi,28.7328878,77.0841225,110455.19361926979,93,0
242,Kerala,jaipur,26.854201,75.794615,110456.48299386869,93,0
243,Kerala,delhi,28.5705131,77.2368888,110455.04084022233,93,0
244,Kerala,calicut,11.248533,75.8334487,110456.44429135876,93,0
245,Kerala,hyderabad,17.4306503,78.4020035,110453.87542087656,93,0
246,Kerala,hyderabad,17.4453566,78.3556014,110453.9218226381,93,0
247,Kerala,chennai,12.9644294,80.2118897,110452.06572805678,93,0
248,Gujarat,hyderabad,17.46377,78.3088,110453.9686236171,78,0
249,Maharashtra,tiruchirappalli,10.8240776,78.684925,110453.59284943655,260,0
250,Gujarat,hyderabad,17.34763,78.475397,110453.8020293239,78,0
251,Gujarat,surat,21.1451737,72.7569487,110459.52045240409,78,0
252,Delhi,pune,18.648377246379,73.8298662608401,110458.44753672282,126,0
253,Delhi,visakhapatnam,17.7314545,83.3405749,110448.93684294462,126,0
254,Maharashtra,visakhapatnam,17.727627,83.2957312,110448.98168672259,260,0
255,Maharashtra,mumbai,19.0640261000026,73.0197154300262,110459.25768332511,260,0
256,Maharashtra,kochi,9.9721366,76.3020765,110455.97577183243,260,0
257,Haryana,kochi,9.96185111999512,76.31884765625,110455.95900160861,62,0
258,Haryana,kochi,10.0231762,76.3411644,110455.93667931994,62,0
259,Haryana,kochi,9.9449301,76.3354211,110455.94242970092,62,0
260,Haryana,calicut,11.264453,75.7773662,110456.50037260128,62,0
261,Maharashtra,bengaluru,12.9062039682694,77.5908095423095,110454.68681192271,260,0
262,Maharashtra,mumbai,19.0246088948704,72.842820210728,110459.43457887827,260,0
263,Maharashtra,nashik,19.9782307026474,73.7468528059045,110458.53054215203,260,0
264,Maharashtra,nashik,19.9714488737097,73.7559054108409,110458.5214895474,260,0
265,Maharashtra,mumbai,19.1593952,72.945112,110459.33228600552,260,0
266,Gujarat,mumbai,19.1447758224472,72.9371466284051,110459.34025148668,78,0
267,Maharashtra,tiruchirappalli,10.8267085,78.6959116,110453.58186261854,260,0
268,Punjab,indore,22.7194463,75.884181,110456.39324793048,24,0
269,Uttar Pradesh,trivandrum,8.4997772,76.9542647,110455.32372685122,87,0
270,Madhya Pradesh,visakhapatnam,17.8000838,83.3473927,110448.93002376881,20,0
271,West Bengal,visakhapatnam,17.6861805,83.2065285,110449.07089027554,56,0
272,West Bengal,visakhapatnam,17.6851429,83.1578664,110449.11955239708,56,0
273,West Bengal,coimbatore,10.9611662,76.954832,110455.32293115214,56,0
274,Jharkhand,coimbatore,11.024978,77.1667265,110455.111031461,22,0
275,Maharashtra,coimbatore,11.1750315,77.2634385,110455.01430739791,260,0
276,West Bengal,indore,22.7431448,75.8841123,110456.39331722079,56,0
277,West Bengal,nashik,19.9944454848697,73.764436759524,110458.51295819937,56,0
278,West Bengal,calicut,11.2541077,75.7712783,110456.50646131803,56,0
279,Telangana,malappuram,10.9882867,76.2250874,110456.05267353864,82,0
280,Telangana,ahmedabad,22.9992398,72.6594584,110459.61797782304,82,0
281,Telangana,bengaluru,12.971272,77.614552,110454.66306531716,82,0
282,Jharkhand,delhi,28.6839369,77.2022968,110455.07544110193,22,0
283,Bihar,delhi,28.7169145,77.168538,110455.10920250544,9,0
284,Andhra Pradesh,pune,18.6532425324259,73.8034013253093,110458.47400159981,67,0
285,Jammu & Kashmir,goa,15.4845196013223,73.809121797395,110458.46836463688,7,0
286,Rajasthan,goa,15.5000488654027,73.9141273127392,110458.36335849071,69,0
287,Rajasthan,calicut,11.2648469,75.8109713,110456.4667674703,69,0
288,Tamil Nadu,chennai,12.8291702,80.2298531,110452.04777333079,176,0
289,Uttar Pradesh,mysore,12.298036,76.663958,110455.61370408526,87,0
290,West Bengal,mysore,12.326612,76.626866,110455.65079410149,56,0
291,Tamil Nadu,chennai,13.0416621313573,80.1264474028141,110452.15116547527,176,0
292,Tamil Nadu,chennai,12.9966632,80.2517792,110452.0258365142,176,0
293,Maharashtra,chennai,13.125599,80.2241501,110452.05345753752,260,0
294,Andhra Pradesh,chennai,12.9056714,80.1421391,110452.13548240435,67,0
295,Odisha,jaipur,26.8898540600064,75.8089775422449,110456.4686335511,39,0
296,Gujarat,gurugram,28.434959,77.0442743,110455.23344426228,78,0
297,Gujarat,gurugram,28.5184277,77.0719022,110455.2058227832,78,0
298,Karnataka,trivandrum,8.549333,76.877257,110455.40072941135,134,0
299,Karnataka,goa,15.4701676,73.8261271,110458.45135991933,134,0
300,Karnataka,goa,15.4853333,73.8135871,110458.46389930118,134,0
301,Karnataka,raipur,21.1889342,81.7015232,110450.57587837492,134,0
302,Karnataka,jaipur,26.8433189,75.8037396,110456.473868592,134,0
303,Karnataka,ahmedabad,23.1168523,72.6288522,110459.64858730049,134,0
304,Tamil Nadu,delhi,28.6990084,77.1833274,110455.09441169056,176,0
305,Tamil Nadu,ahmedabad,23.040249,72.6307112,110459.6467261516,176,0
306,Telangana,nashik,20.0052029021044,73.791297380718,110458.4860975801,82,0
307,Telangana,pune,18.7077154040181,73.6822930730169,110458.59510921128,82,0
308,Telangana,pune,18.5267515,73.8779382,110458.3994663168,82,0
309,Telangana,jaipur,26.963612,75.7810224,110456.49659333206,82,0
310,Telangana,pune,18.4845962800607,73.8496819997945,110458.42772307963,82,0
311,Maharashtra,jaipur,26.8547202,75.7731708,110456.50443810096,260,0
312,Maharashtra,goa,15.5230657,73.825913,110458.4515718723,260,0
313,Maharashtra,hyderabad,17.4435458,78.4798274,110453.79759667971,260,0
314,Maharashtra,bengaluru,12.982728,77.594179,110454.68343759078,260,0
315,Maharashtra,bengaluru,12.980553,77.603318,110454.67429872863,260,0
316,Maharashtra,vijayawada,16.4992397,80.6481963,110451.62925350174,260,0
317,Delhi,mysore,12.325053,76.611337,110455.66632320949,126,0
318,Uttar Pradesh,vijayawada,16.5009139,80.6472927,110451.63015704899,87,0
319,Haryana,mumbai,18.9917205,72.841513,110459.43588637831,62,0
320,Delhi,pune,18.5105106,73.7819022,110458.49550253164,126,0
321,Delhi,gurugram,28.428213,77.1405458,110455.13717224638,126,0
322,Maharashtra,ahmedabad,23.2316208,72.6682058,110459.60923701941,260,0
323,Maharashtra,ahmedabad,23.2310524,72.648583,110459.62885980267,260,0
324,Maharashtra,bengaluru,13.189056,77.644524,110454.6330797129,260,0
325,Gujarat,hubli,15.387875,75.1016179,110457.1758725109,78,0
326,Karnataka,goa,15.5940487274399,73.7349023341238,110458.54257969682,134,0
327,Maharashtra,siliguri,26.7286006,88.4163575,110443.86124364691,260,0
328,Maharashtra,siliguri,26.7555785,88.4418232,110443.83577959872,260,0
329,Maharashtra,mysore,12.316689,76.603223,110455.67443778944,260,0
330,Uttar Pradesh,raipur,21.243932,81.6347283,110450.64267389062,87,0
331,Uttar Pradesh,delhi,28.6255909,77.1009332,110455.17680011928,87,0
332,Telangana,surat,21.1529496,72.778545,110459.49885618639,82,0
333,Telangana,lucknow,26.8458895,80.9379184,110451.33968996168,82,0
334,Telangana,mumbai,19.0687045429028,73.0229869206999,110459.25441179574,82,0
335,Telangana,trivandrum,8.5145049,76.9437173,110455.33427272142,82,0
336,Tamil Nadu,chennai,13.0124771297175,80.2206032896631,110452.05701142577,176,0
337,Uttar Pradesh,trivandrum,8.45477423944579,77.0024490353778,110455.27554720265,87,0
338,Uttar Pradesh,trivandrum,8.53396462982223,76.8807341186971,110455.39725388416,87,0
339,Maharashtra,hyderabad,17.377497,78.5580849,110453.71934071617,260,0
340,Maharashtra,lucknow,26.8979557,80.9664589,110451.31115271058,260,0
341,Gujarat,lucknow,26.8727547,80.9407119,110451.33689813496,78,0
342,Gujarat,lucknow,26.7991124,80.8982589,110451.37934656371,78,0
343,Haryana,ghaziabad,28.6749316,77.3982382,110454.87949899328,62,0
344,Karnataka,noida,28.4646154,77.5080343,110454.76968653775,134,0
345,Maharashtra,calicut,11.296198,75.8307817,110456.44695460118,260,0
346,Delhi,siliguri,26.7321074,88.4322712,110443.84533016128,126,0
347,Maharashtra,visakhapatnam,17.799256,83.210797,110449.06661948512,260,0
348,Tamil Nadu,nagpur,21.129812213883,79.1148607177335,110453.16254022572,176,0
349,Rajasthan,nagpur,21.148294,79.128434,110453.1489671374,69,0
350,Kerala,noida,28.5123936,77.3743113,110454.9034132178,93,0
351,Gujarat,bengaluru,13.025618,77.629122,110454.64849188215,78,0
352,Maharashtra,raipur,21.239994,81.6840898,110450.59331234563,260,0
353,Uttar Pradesh,mumbai,19.1146146,72.8840941,110459.39330424725,87,0
354,Uttar Pradesh,bengaluru,12.942047,77.631059,110454.64656017545,87,0
355,Uttarakhand,goa,15.2251264,73.9795328,110458.29796449571,22,0
356,Andhra Pradesh,pune,18.4879225398295,73.8727627039089,110458.40464233056,67,0
357,Tamil Nadu,malappuram,10.9841315056431,75.997859110154,110456.27990216608,176,0
358,Kerala,nashik,19.9615119,73.8272912,110458.45010375947,93,0
359,Karnataka,goa,15.5706252229647,73.7915868619433,110458.48589610159,134,0
360,Kerala,bengaluru,12.876703,77.646505,110454.63111835836,93,0
361,Kerala,trivandrum,8.5513563,76.9726234,110455.3053628025,93,0
362,Maharashtra,bengaluru,13.022915,77.639338,110454.63827605238,260,0
363,Punjab,nagpur,21.1393999805338,79.0604764831562,110453.21692456053,24,0
364,Rajasthan,mumbai,19.0452082935871,72.8415417466136,110459.43585716614,69,0
365,Goa,nashik,19.9962790389959,73.8033591842543,110458.47403577488,8,0
366,Goa,chennai,13.044485,80.268708,110452.00890470108,8,0
367,Madhya Pradesh,coimbatore,10.8556755,76.862332,110455.4154398156,20,0
368,Maharashtra,coimbatore,11.138138477319,76.9407310322839,110455.33701781167,260,0
369,Karnataka,bengaluru,12.863595,77.590927,110454.68669720199,134,0
370,Maharashtra,calicut,11.3185163,75.8842814,110456.39345314902,260,0
371,Tamil Nadu,surat,21.1483732,72.7654739,110459.51192723788,176,0
372,Tamil Nadu,surat,21.2126944261511,72.8451179602812,110459.43228387673,176,0
