,state,city,lattitude,longitude,distance_from_centroid,state_count,Cluster
745,Delhi,New Delhi,28.600735,77.226277,110455.05145437692,126,0
746,Delhi,New Delhi,28.599477,77.215583,110455.06214827871,126,0
747,Delhi,New Delhi,28.601201,77.215975,110455.06175641326,126,0
748,Delhi,New Delhi,28.62576517,77.19489108,110455.0828422532,126,0
749,Delhi,New Delhi,28.62394449,77.19509853,110455.0826346607,126,0
750,Delhi,New Delhi,28.61743816,77.21362374,110455.06410894179,126,0
751,Delhi,New Delhi,28.61919904,77.21252935,110455.06520346951,126,0
752,Delhi,New Delhi,28.62237102,77.21148694,110455.06624612765,126,0
753,Delhi,New Delhi,28.62463712,77.21405159,110455.06368165498,126,0
754,Delhi,New Delhi,28.62433889,77.21983712,110455.05789610164,126,0
755,Delhi,New Delhi,28.62772522,77.21977647,110455.05795701673,126,0
756,Delhi,New Delhi,28.62891677,77.21975289,110455.05798069002,126,0
757,Delhi,New Delhi,28.62703859,77.23189591,110455.04583752302,126,0
758,Delhi,New Delhi,28.6340764,77.20743317,110455.07030081413,126,0
759,Delhi,New Delhi,28.62981766,77.22595347,110455.05178018058,126,0
760,Delhi,New Delhi,28.63143715,77.22343991,110455.05429386742,126,0
761,Delhi,New Delhi,28.63195905,77.22212172,110455.0556120983,126,0
762,Delhi,New Delhi,28.63314358,77.22298998,110455.05474393109,126,0
763,Delhi,New Delhi,28.63382667,77.22352744,110455.05420652461,126,0
764,Delhi,New Delhi,28.63372677,77.22193874,110455.05579521677,126,0
765,Delhi,New Delhi,28.63385213,77.2218576,110455.05587636659,126,0
766,Delhi,New Delhi,28.63410545,77.22086228,110455.05687170645,126,0
767,Delhi,New Delhi,28.63418123,77.22131977,110455.05641422237,126,0
768,Delhi,New Delhi,28.63457602,77.22062451,110455.05710951332,126,0
769,Delhi,New Delhi,28.63296432,77.21796241,110455.05977148704,126,0
770,Delhi,New Delhi,28.6319879,77.21694388,110455.06078994053,126,0
771,Delhi,New Delhi,28.63518078,77.21960047,110455.0581336007,126,0
772,Delhi,New Delhi,28.63455142,77.21791736,110455.05981666138,126,0
773,Delhi,New Delhi,28.6339199,77.21740165,110455.06033232188,126,0
774,Delhi,New Delhi,28.63259875,77.21833827,110455.0593955984,126,0
775,Delhi,New Delhi,28.65740137,77.30219421,110454.97554160439,126,0
776,Uttar Pradesh,Noida,28.49920006,77.41280883,110454.86491466952,87,0
777,Uttar Pradesh,Noida,28.544704,77.327263,110454.95046401831,87,0
778,Uttar Pradesh,Noida,28.57088871,77.36212105,110454.91560800192,87,0
779,Uttar Pradesh,Noida,28.5774085,77.36097525,110454.91675430919,87,0
780,Uttar Pradesh,Noida,28.56789299,77.33526717,110454.94246164887,87,0
781,Uttar Pradesh,Noida,28.57299555,77.34050954,110454.93721967573,87,0
782,Uttar Pradesh,Noida,28.58764829,77.35208677,110454.92564358667,87,0
783,Uttar Pradesh,Noida,28.59717534,77.36480344,110454.91292765958,87,0
784,Uttar Pradesh,Noida,28.60488569,77.35958439,110454.91814731136,87,0
785,Uttar Pradesh,Noida,28.59505075,77.33041905,110454.94731188372,87,0
786,Uttar Pradesh,Noida,28.5961692,77.32663,110454.95110102097,87,0
787,Uttar Pradesh,Noida,28.58486471,77.31503159,110454.96269854967,87,0
788,Uttar Pradesh,Noida,28.58260686,77.31284358,110454.9648863838,87,0
789,Uttar Pradesh,Noida,28.626475,77.375142,110454.90259138933,87,0
790,Uttar Pradesh,Noida,28.6281915,77.375303,110454.90243052371,87,0
791,Chhattisgarh,Raipur,21.163948,81.788547,110450.48885430425,18,0
792,Kerala,Thiruvananthapuram,8.481360724,76.91248155,110455.36551191665,93,0
793,Kerala,Thrissur,10.56044924,76.21714424,110456.06065235517,93,0
794,Kerala,Thiruvananthapuram,8.492852084,76.95801444,110455.31997783123,93,0
795,Kerala,Thiruvananthapuram,8.50884848,76.94622254,110455.33176806872,93,0
796,Chhattisgarh,Raipur,21.16012192,81.79515321,110450.4822480533,18,0
797,Telangana,Hyderabad,17.41406061,78.45778047,110453.81964429072,82,0
798,Telangana,Hyderabad,17.31694482,78.40246655,110453.8749605094,82,0
799,Maharashtra,lonavala,18.79320299,73.29699392,110458.98040741273,260,0
800,Maharashtra,navi mumbai,19.06895357,73.02251015,110459.25488856438,260,0
801,Tamil Nadu,Chennai,13.00777749,80.20730884,110452.07030617197,176,0
802,Tamil Nadu,Villupuram,12.24034498,79.66228159,110452.61538452994,176,0
803,Kerala,Malappuram,10.73477485,76.04854399,110456.22923787602,93,0
804,Tamil Nadu,Tiruvannamalai,12.23639376,79.08960088,110453.18806551548,176,0
805,Delhi,NEW DELHI,28.63547,77.2213,110455.05643409336,126,0
806,Haryana,FARIDABAD,28.288075,77.295116,110454.98259141711,62,0
807,Uttar Pradesh,KOSI KALAN,27.832687,77.418785,110454.85888910301,87,0
808,Maharashtra,Pune,18.621902,73.82497,110458.452433306,260,0
809,Maharashtra,Sajgaon,18.793453,73.297219,110458.98018233005,260,0
810,Gujarat,Amboli,21.30157137,72.95378153,110459.32362133467,78,0
811,Maharashtra,MUMBAI,19.11999443,72.9141036,110459.36329470524,260,0
812,Maharashtra,MUMBAI,20.22117727,72.88122971,110459.3961655114,260,0
813,Gujarat,NAVSARI,20.94457359,72.962844,110459.3145551701,78,0
814,Gujarat,KARJAN,22.02415767,73.11753277,110459.1598811039,78,0
815,Karnataka,BANGALORE,12.91162361,77.64899678,110454.62862433819,134,0
816,Karnataka,BANGALORE,12.91895366,77.61247565,110454.66514499928,134,0
817,Karnataka,BANGALORE,12.93068034,77.57662739,110454.7009925102,134,0
818,Karnataka,BANGALORE,12.9499757,77.540718,110454.73690067037,134,0
819,Karnataka,BANGALORE,12.95898377,77.66440273,110454.61321536766,134,0
820,Karnataka,BANGALORE,12.96495904,77.64423453,110454.63338318796,134,0
821,Karnataka,BANGALORE,13.02425398,77.53671856,110454.74089540784,134,0
822,Karnataka,BANGALORE,13.06689523,77.44430974,110454.83330155065,134,0
823,Karnataka,BANGALORE,13.02043003,77.64093356,110454.63668064892,134,0
824,Karnataka,BANGALORE,12.99493599,77.69924534,110454.57837047831,134,0
825,Karnataka,BANGALORE,13.09596479,77.59452594,110454.68308353539,134,0
826,Karnataka,BANGALORE,13.05335357,77.54322724,110454.7343848992,134,0
827,Karnataka,BANGALORE,13.03823943,77.55775104,110454.71986204806,134,0
828,Karnataka,BANGALORE,13.03211103,77.52748284,110454.75013063333,134,0
829,Tamil Nadu,Chennai,13.088249,80.285359,110451.99225096178,176,0
830,Tamil Nadu,Chennai,13.088249,80.285359,110451.99225096178,176,0
831,Tamil Nadu,Chennai,13.079097,80.261538,110452.01607253315,176,0
832,Tamil Nadu,Chennai,13.079097,80.261538,110452.01607253315,176,0
833,Tamil Nadu,Chennai,13.0237,80.2282,110452.04941400808,176,0
834,Tamil Nadu,Chennai,13.0853,80.2016,110452.07601014565,176,0
835,Tamil Nadu,Chennai,13.0853,80.2016,110452.07601014565,176,0
836,Delhi,Delhi,28.61826041,77.21256986,110455.0651628861,126,0
837,Delhi,Delhi,28.61826041,77.21256986,110455.0651628861,126,0
838,Delhi,Delhi,28.59583333,77.18055556,110455.09717543432,126,0
839,Delhi,Delhi,28.572793,77.208662,110455.06906719957,126,0
840,Delhi,Delhi,28.61826041,77.21256986,110455.0651628861,126,0
841,Delhi,Delhi,28.61826041,77.21256986,110455.0651628861,126,0
842,Goa,Goa,15.51047222,73.83722222,110458.44026316114,8,0
843,Kerala,Kochi,9.977164,76.27777,110456.00007787692,93,0
844,Haryana,Panchkula,30.695929,76.834874,110455.44304077265,62,0
845,Kerala,Perunnermangalam,9.63628,76.3352,110455.94267927323,93,0
846,Kerala,Thiruvanthapuram,8.481159,76.912456,110455.36553748763,93,0
847,Kerala,Thiruvanthapuram,8.4927752,76.9572956,110455.3206966792,93,0
848,Kerala,THIRUVANANTHAPURAM,8.460016017,77.00402472,110455.27397097122,93,0
849,Kerala,THIRUVANANTHAPURAM,8.892952791,76.57878733,110455.69916405447,93,0
850,Kerala,THIRUVANANTHAPURAM,10.00552573,76.3050448,110455.97280051227,93,0
851,Kerala,THIRUVANANTHAPURAM,10.56052307,76.2172408,110456.06055578888,93,0
852,Kerala,THIRUVANANTHAPURAM,11.20838069,75.80848587,110456.46925736994,93,0
853,Kerala,THIRUVANANTHAPURAM,11.86893912,75.40316573,110456.87452702789,93,0
854,Gujarat,AHMEDABAD,22.996681,72.498226,110459.77921015308,78,0
855,Karnataka,ELECTRONIC CITY,12.865032,77.657853,110454.61977110956,134,0
856,Haryana,GURUGRAM,28.462298,77.048472,110455.2292486584,62,0
857,Telangana,HYDERABAD,17.494851,78.336467,110453.94095591345,82,0
858,Telangana,HYDERABAD,17.435968,78.40003,110453.87739425397,82,0
859,Telangana,HYDERABAD,17.523923,78.430328,110453.84709426323,82,0
860,Telangana,HYDERABAD,17.438229,78.457263,110453.82016120192,82,0
861,Telangana,HYDERABAD,17.444838,78.466949,110453.81047505005,82,0
862,Punjab,MOHALI ,30.661356,76.731482,110455.5464294234,24,0
863,Delhi,NEW DELHI,28.66196,77.152242,110455.12549417216,126,0
864,Delhi,NEW DELHI,28.564863,77.236743,110455.04098558304,126,0
865,Maharashtra,Kolhapur,16.6869187,74.2703805,110458.00706354398,260,0
866,Telangana,Hyderabad,17.437257,78.4522943,110453.82512992428,82,0
867,Delhi,Patparkang,28.62145,77.293556,110454.98417699583,126,0
868,Tamil Nadu,Chennai,13.00777749,80.20730884,110452.07030617197,176,0
869,Tamil Nadu,Villupuram,12.24034498,79.66228159,110452.61538452994,176,0
870,Tamil Nadu,Ambur,12.77988445,78.71776971,110453.55985991938,176,0
871,Kerala,Malappuram,10.73477485,76.04854399,110456.22923787602,93,0
872,Tamil Nadu,Namakkal,11.19362344,78.10483415,110454.17291027009,176,0
873,Tamil Nadu,Madurai,9.987081053,78.24154444,110454.03630254733,176,0
874,Tamil Nadu,Krishnagiri,12.54250304,78.20153274,110454.07611261727,176,0
875,Tamil Nadu,Vellore,12.9023796,78.93386744,110453.34375427275,176,0
876,Kerala,Palakkad,10.887677,76.189595,110456.08817417444,93,0
877,Andhra Pradesh,Tirupati,13.62754649,79.43056383,110452.84701379738,67,0
878,Tamil Nadu,Erode,11.30199446,77.60004376,110454.67769209109,176,0
879,Andhra Pradesh,Visakhapatnam,17.39957297,82.68113802,110449.59628707937,67,0
880,Haryana,GURUGRAM,28.499,77.08356,110455.19416348312,62,0
881,Madhya Pradesh,UJJAIN,23.24006,75.78122,110456.49622306951,20,0
882,Tamil Nadu,ATTUR,11.591985,78.627219,110453.65049445147,176,0
883,Tamil Nadu,AVINASHI,11.175093,77.263374,110455.014371893,176,0
884,Karnataka,BANGALORE,12.996362,77.695802,110454.58181372815,134,0
885,Karnataka,BANGALORE,12.934801,77.610918,110454.66670163735,134,0
886,Kerala,Changanassery,9.4551752,76.5425594,110455.7353369822,93,0
887,Tamil Nadu,COIMBATORE,11.008935,76.95954,110455.31821926215,176,0
888,Kerala,Kozhikode,11.2484737,75.8335122,110456.44422786344,93,0
889,Tamil Nadu,KRISHNAGIRI,12.582141,78.157101,110454.12054169526,176,0
890,Karnataka,MYSURU,12.298073,76.664021,110455.61364108269,134,0
891,Tamil Nadu,SANKAGIRI,11.519342,77.935042,110454.3426769899,176,0
892,Tamil Nadu,Perambalur,11.2064644,78.8812406,110453.39650280181,176,0
893,Tamil Nadu,Ulundurpet,11.7194357,79.3364597,110452.94124414827,176,0
894,Kerala,Kochi ,10.0243734,76.3088679,110455.9689757119,93,0
895,Tamil Nadu,Kodaikanal,10.2428087,77.4983634,110454.77946074464,176,0
896,Karnataka,Banglore,12.9019627,77.468995,110454.80862673647,134,0
897,Kerala,Angamali,10.2230435,76.3755255,110455.90230038442,93,0
898,Tamil Nadu,Shoolagiri,12.6462747,78.0470111,110454.2306273182,176,0
899,Kerala,Guruvayur,10.5955128,76.0443322,110456.23346140997,93,0
900,Kerala,Kochi ,10.0111333,76.3123714,110455.96547340608,93,0
901,Tamil Nadu,THINDIVANAM,12.297694,79.73365,110452.54401211649,176,0
902,Tamil Nadu,Walayar,10.8559461,76.8625309,110455.41524089324,176,0
903,Tamil Nadu,Rasipuram,11.4922712,78.1535774,110454.12414366743,176,0
904,Tamil Nadu,Palani,10.4425816,77.5203903,110454.75741641445,176,0
905,Tamil Nadu,Omalur,11.7592238,78.4273441,110453.85035677729,176,0
906,Tamil Nadu,Thirumangalam,9.7590386,77.9791582,110454.29870965275,176,0
907,Tamil Nadu,Vadippatti,10.0804337,77.9776792,110454.30015938004,176,0
908,Karnataka,Yediyur,12.9902212,76.8816809,110455.39593521492,134,0
909,Tamil Nadu,CHENNAI,12.99431,80.18706,110452.09055586287,176,0
